/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_1.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_2.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_3.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_4.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_5.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_6.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_7.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_8.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_9.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_10.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_11.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_12.jpeg,가
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_13.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_14.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_15.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_16.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_17.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_18.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_19.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_20.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_21.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_22.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_23.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_24.jpeg,각
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_25.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_26.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_27.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_28.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_29.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_30.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_31.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_32.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_33.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_34.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_35.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_36.jpeg,간
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_37.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_38.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_39.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_40.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_41.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_42.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_43.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_44.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_45.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_46.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_47.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_48.jpeg,갇
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_49.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_50.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_51.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_52.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_53.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_54.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_55.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_56.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_57.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_58.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_59.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_60.jpeg,갈
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_61.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_62.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_63.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_64.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_65.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_66.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_67.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_68.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_69.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_70.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_71.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_72.jpeg,갉
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_73.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_74.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_75.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_76.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_77.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_78.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_79.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_80.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_81.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_82.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_83.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_84.jpeg,갊
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_85.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_86.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_87.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_88.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_89.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_90.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_91.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_92.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_93.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_94.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_95.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_96.jpeg,감
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_97.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_98.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_99.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_100.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_101.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_102.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_103.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_104.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_105.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_106.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_107.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_108.jpeg,갑
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_109.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_110.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_111.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_112.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_113.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_114.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_115.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_116.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_117.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_118.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_119.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_120.jpeg,값
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_121.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_122.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_123.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_124.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_125.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_126.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_127.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_128.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_129.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_130.jpeg,갓
